Ticker,,,,,
stock,AAPL,AMZN,GOOG,MSFT,NFLX
Date,,,,,
2015-01-09,0.0010723801421312906,-0.011748610100441481,-0.012950569310195226,-0.008405100004414856,-0.015457747715812209
2015-01-12,-0.02464054155285378,-0.018590241168821242,-0.007295872615102117,-0.012502466686060587,-0.03176531111707226
2015-01-13,0.00887872618623442,0.0114272047823194,0.0073697809641795065,-0.0051504834494665586,0.015556901182672167
2015-01-14,-0.0038105102184732287,-0.00498748937494764,0.009452221052355103,-0.008628100357500612,0.0013897802494511335
2015-01-15,-0.027140046569792298,-0.02155010661563239,0.0018368165938094094,-0.010443637144093798,-0.0014803364378535022
2015-01-16,-0.007770478154991878,0.01320786597364454,0.012535052129750923,0.016710780546018933,0.04194461890703427
2015-01-20,0.02575741592438119,-0.004471320197683593,-0.0023224784338856663,0.0032435961502343957,0.03397164621746662
2015-01-21,0.0076342873438781655,0.0269831443733215,0.021976725548565224,-0.010131221401198931,0.1733944835430865
2015-01-22,0.0260155894735441,0.043969695198313286,0.03156119979090555,0.02635013072942094,0.04681394528740923
2015-01-23,0.005159829612722877,0.006670557333399607,0.01040440294931888,0.0010606556173993198,0.0210531059113499
2015-01-26,0.0010621859963875213,-0.008739099022464725,-0.008778528205873548,-0.0036033516680455957,0.020801889723560008
2015-01-27,-0.035013201829545815,-0.009397415550576715,-0.030978393755203948,-0.09253317140160111,0.017041444419216845
2015-01-28,0.0565329622678612,-0.009258304692531638,-0.016640118685962046,-0.03445865135050474,-0.025783327389168997
2015-01-29,0.031133496352153456,0.02589578261385017,0.0012941331975271364,0.019907678980314536,0.0030285312727749147
2015-01-30,-0.014634126290407057,0.13711590504758542,0.04672388374282077,-0.038323925727970165,-0.004506577344188578
2015-02-02,0.012546886525405476,0.02803710563321249,-0.011299851408000161,0.021782321781704805,-0.0016523390013594152
2015-02-03,0.0001688404269319932,-0.0025241873816378435,0.0014380332673367135,0.007752017396506661,0.03593534520831687
2015-02-04,0.007669235580437306,0.0033007545975995978,-0.0122438555058898,0.0057688881517525825,-0.017968049346681725
2015-02-05,0.007137544570210208,0.02505830029005307,0.00922025938297577,0.014579140684478631,0.0004456133330745793
2015-02-06,-0.008420813075794231,0.0010431267192869687,0.006482407184278172,-0.0009419674441873971,-0.010135626680492282
2015-02-09,0.0066425240025711485,-0.009939126696499656,-0.005969907704627575,-0.0011787006793010368,-0.0029030279069625076
2015-02-10,0.019211532669443088,0.00658461471310301,0.017259301350564638,0.005665175526811561,0.024555898198424853
2015-02-11,0.02343865762362518,0.005737284350710414,-0.0018064758846421114,-0.005164093536539349,0.002070701253726659
2015-02-12,0.01265241553606633,0.005411289527123664,0.012985735295910406,0.016753495016122777,0.004045026662377493
2015-02-13,0.004902696395220785,0.012355161199459674,0.011198578238773793,0.018101166245962697,0.020515374399239228
2015-02-17,0.0059017249717532305,-0.01676137056164162,-0.011238438230907088,0.00045903638076394415,0.008281502094007687
2015-02-18,0.0069622150541814865,-0.005486974164552572,-0.005784331654461128,-0.0011473686687318851,0.010851951180708586
2015-02-19,-0.002097525479928475,0.015078868098447495,0.00587352982835232,-0.0006889276782304776,-0.0009682646837457787
2015-02-20,0.008174292531174965,0.012295503549077491,-0.007220811853019815,0.008276082941283125,0.007585283236195561
2015-02-23,0.027027223095955843,-0.009174820930662464,-0.013062402250906824,0.006611607059179736,-0.013299843981912196
2015-02-24,-0.00624053311729722,-0.004077413046397083,0.007858397401381945,-0.0013589063476864283,0.00644278292183742
2015-02-25,-0.025573153377791535,0.01790849120006932,0.014512573616010327,-0.002268092890258089,0.007265019359139924
2015-02-26,0.01265629550799452,-0.0014790774682414964,0.021346936548823914,0.0015914248934663089,0.00982591014103229
2015-02-27,-0.015028398974187174,-0.012058230442414719,0.005256742290729477,-0.0047665885376566575,-0.016810602651547435
2015-03-02,0.00490415313903636,0.014467673309541018,0.02317336265354819,0.0006845049192931718,0.011244212248408436
2015-03-03,0.002091513317361793,-0.0027226923140075687,0.0040256516988257385,-0.013673985150833512,-0.011535645081026114
2015-03-04,-0.006338887661616499,-0.004914047560482082,-0.00047072976714557235,-0.005082986990400551,-0.010406310634993199
2015-03-05,-0.016570751764028446,0.013351839346541716,0.0034184533742305234,0.0011614295755910664,-0.004512836277128396
2015-03-06,0.001503131930230106,-0.019957250762314804,-0.01328807846552249,-0.01739754238913782,-0.028931955590708935
2015-03-09,0.004265231920678625,-0.004025359322132216,0.002052154874324863,0.011567279811100395,-0.01869542791056833
2015-03-10,-0.020685693258130855,-0.02390635046947598,-0.024329701380171875,-0.019136567166488372,-0.023719261846897544
2015-03-11,-0.01823154850627251,-0.008497717902359425,-0.006900828334840625,-0.001189366370586975,0.011791470790708747
2015-03-12,0.018079082703298832,0.021480981698574597,0.00785594676657353,-0.022868080549971026,0.018469325991107732
2015-03-13,-0.006910427556283794,-0.009779850663734324,-0.014743293046991068,0.008776333390979607,-0.022127081695375583
2015-03-16,0.011004425016650554,0.007474781080550219,0.013136782499457489,0.0043498295166759515,-0.03747716489467712
2015-03-17,0.01672669111389835,-0.0038301257588269078,-0.006618445648429727,0.0033682054423460617,-0.008175965509069294
2015-03-18,0.011256237367951671,0.00865773780829282,0.015721381565934056,0.01918512505192327,0.010991108078336254
2015-03-19,-0.007550574549807898,-0.005064739217841674,-0.0026987509003736365,-0.004941446742040667,0.004939515562828234
2015-03-20,-0.012548965179267513,0.014065954686622861,0.004247253756192615,0.013951478299221609,0.007267006829421385
2015-03-23,0.010404859626109708,-0.00893015522852103,-0.0027660072665560698,-0.00046641892005416796,-0.0077048690143588505
2015-03-24,-0.00408754405827072,-0.002719233981241631,0.020364661555624997,0.0009330668881497584,0.031247019487322225
2015-03-25,-0.02612654275213233,-0.008366963084348256,-0.020002098949494007,-0.0335665131069095,-0.03771559615699793
2015-03-26,0.006970078612396957,-0.009731508909358144,-0.006469319377172433,-0.006029763220843032,-0.00827501225768279
2015-03-27,-0.007968576918947035,0.008738237108327551,-0.012302578651997687,-0.005824057103259284,-0.008344123294703576
2015-03-30,0.0253144338665916,0.010875428556369249,0.00672943416036631,-0.00024370406882223694,0.01880558285087508
2015-03-31,-0.01535156162880047,-0.006647282408785982,-0.007300318961655727,-0.007324018741407867,-0.013914857132602099
2015-04-01,-0.0014464699721921104,-0.004944856555692212,-0.009927044853696998,0.0014752198181884335,-0.008567492207307237
2015-04-02,0.008611725391505898,0.005374533903473866,-0.012957072277988368,-0.010559458184510873,0.0023237685500410166
2015-04-06,0.01619848279953895,0.012867699427462354,0.0023060590224226463,0.03127332883920353,0.01987542223833838
2015-04-07,-0.01052198417011263,-0.006975299267686141,0.0004750723080100272,-0.00048156142062216745,0.002723085487407406
2015-04-08,-0.0032539741387338506,0.018135119400701116,0.008547169419728107,-0.0026490656857819372,0.04224719126630516
2015-04-09,0.007643277799597614,0.006138540562031336,-0.0015323907090359912,0.001448899250601654,-0.004191689840725932
2015-04-10,0.004266715074102478,-0.0023205063798260595,-0.0014239454232904958,0.005786146365996947,0.03428892991499177
2015-04-13,-0.001966820471086761,-0.0007578551960234492,-0.0015555777608107224,0.000958668657245143,0.044239715363500354
2015-04-14,-0.004335868890984029,0.007192214809078612,-0.01628420419576171,-0.0026341578341905203,0.008489927071684056
2015-04-15,0.0038005255264697,-0.00431046608425123,0.004034731691538118,0.014645623350563408,-0.006789094608886548
2015-04-16,-0.004811639335747797,0.006754436369916572,0.0023848696852211138,-0.00236610010162841,0.18211829219732922
2015-04-17,-0.011254589878355703,-0.027147454491968093,-0.018265267243174343,-0.012808585674328077,0.0169024657109913
2015-04-20,0.022845837306102235,0.03714454326424965,0.021620100944163223,0.03099483959172522,-0.007278432902770082
2015-04-21,-0.005407741167358315,0.004287433338775237,-0.0026336193749161296,-0.006292098999975848,-0.012249091337788953
2015-04-22,0.0134740141753098,-0.0035278001987215646,0.010103521254289483,0.008208013035798656,-0.004924719356272145
2015-04-23,0.00816348944568479,0.0004874552925402398,0.014155462761507032,0.008141704103186598,0.0024745461233275368
2015-04-24,0.004704534078035616,0.1413112565602248,0.03301651848224818,0.10452213544123268,-0.001180532317096028
2015-04-27,0.018191415520995236,-0.014693312812301018,-0.014450249800816328,0.0033424855199124526,0.013753513480220247
2015-04-28,-0.015755688164430404,-0.02109173792187191,-0.0030429827787450403,0.023526691110619558,-0.0053349157822391025
2015-04-29,-0.01470575248490369,0.00013977123367614475,-0.008308063302931767,-0.002034089154854146,-0.00037294685972011354
2015-04-30,-0.027130093311709236,-0.017677035330704638,-0.021381133032173483,-0.008560875741984164,-0.011281866378850203
2015-05-01,0.03036366918220934,0.0025842226123322654,0.0010421092748225114,0.00041100340533994917,0.0009523787588443522
2015-05-04,-0.0019388017393250356,0.0004020646112508075,0.005354114679277933,-0.00863115886226351,-0.0038238191826233114
2015-05-05,-0.022533005672221607,-0.004373141299976346,-0.018454725979017983,-0.013266753861342129,0.01919258074745933
2015-05-06,-0.006279637029280916,-0.004962122471174668,-0.012396410457961249,-0.02773133479635692,-0.00885862378668445
2015-05-07,0.006185141177505793,0.018563585797238602,0.012361183625664962,0.009075406276448428,0.008384821040578805
2015-05-08,0.018840812240383142,0.015952955402946722,0.01416996577955043,0.022484034180676238,0.016559338321864514
2015-05-11,-0.01018654144422415,-0.0019368589267426684,-0.0046821094836982935,-0.00795831614741116,0.02671421941848684
2015-05-12,-0.0035622669559139952,-0.004227761531053864,-0.012432340813772647,-0.000422209074388058,-0.010695817458483248
2015-05-13,0.0011122048467806511,-0.00962834448674832,0.0010963488749764494,0.005913330397312899,-0.006048272900474383
2015-05-14,0.023331433571464943,0.012673656212196072,0.016577893782419695,0.022884834937677345,0.011618522062202041
2015-05-15,-0.0013958978385348875,-0.014527670894737499,-0.008450949072198788,-0.008620617704490185,0.04498587843762336
2015-05-18,0.011027644969050954,-0.0017840426372131013,-0.002903453581250326,-0.006004107669100978,0.007533674369666121
2015-05-19,-0.0009221050230258099,-0.008301120322916189,0.009505877819239172,-0.002515779434076215,-0.0022496508231101275
2015-05-20,-7.663510677780039e-05,0.005098293739187465,0.003554452255654983,0.0,0.008191661258057037
2015-05-21,0.01022601241950083,0.01833144395456987,0.006008174699681845,-0.0033626481357071913,0.002397257301864908
2015-05-22,0.008752330410732867,-0.009267143800650524,-0.004423883460081934,-0.010965988821203476,-0.0018458256806102025
2015-05-26,-0.022031207417355647,-0.005051086238223035,-0.01442302301873255,-0.006609886102731832,-0.009519634971735802
2015-05-27,0.01867012153272163,0.013984473491185367,0.014032953200832976,0.021893272886701398,0.02118672724435111
2015-05-28,-0.001968839821553492,-0.01124187137514443,-1.8532239528856742e-05,-0.0033610825563596958,-0.003895054702700129
2015-05-29,-0.011382821555237732,0.006235760391197553,-0.014209449714356781,-0.012433799878855845,-0.003974128613657868
2015-06-01,0.0019955680736265524,0.003937253149593589,0.003533050189913123,0.007895638946620931,-0.0016665445754889818
2015-06-02,-0.004442841104075779,0.00016244244026974997,0.009719256877466442,-0.006563238944332861,0.0014285368953406152
2015-06-03,0.0012309950818440996,0.012993373070833591,0.0020957304237545493,-0.001492144923464278,-0.0036062650230725968
2015-06-04,-0.005840593168330965,-0.013307709211359264,-0.006681288554387432,-0.010459029780265139,0.0060805045085972065
2015-06-05,-0.005488707097902501,-0.008890835879903691,-0.006279108164683134,-0.004745246134068015,0.012439228574336658
2015-06-08,-0.00660710459595093,-0.008080600144492966,-0.012187623472711295,-0.00888588898292142,-0.009459572178703302
2015-06-09,-0.0029731767231327977,0.00467536880062136,-0.00026576111458742613,-0.0017496297161259111,0.03175864543173956
2015-06-10,0.011458197333862996,0.012433000950446749,0.018986486024293425,0.021029854324196018,0.037008465203440366
2015-06-11,-0.0022500651506575098,0.0051071621147611435,-0.003875543270924764,-0.00364743783367405,-0.008106120772939152
2015-06-12,-0.011043079339355777,-0.007044374874504933,-0.00426478594627322,-0.010120268792069731,-0.007105711895783462
2015-06-15,-0.0019657202781114824,-0.014537588192468642,-0.009636813556583634,-0.010659241574099032,-0.010454982053036299
2015-06-16,0.005357810096812354,0.008473603388360784,0.0018019521802923322,0.007695402677859953,0.01970890013297133
2015-06-17,-0.0023512211886254075,0.0012871901942481667,0.00210161664828723,0.0030551716961457753,-0.0105111436909755
2015-06-18,0.004556117904800372,0.02706811420855093,0.014114087017377486,0.0163146081111456,0.005000750626499961
2015-06-19,-0.010009204056914744,-0.010173162897968435,-7.462299143645712e-05,-0.01327032909728132,-0.009197837743120219
2015-06-22,0.007977620821664866,0.0031500284137579992,0.002795035979535898,0.002819805010321641,0.02708869273814929
2015-06-23,-0.004544917113513791,0.022232858191701288,0.004254932765125785,-0.006922067185809011,0.0093199347039572
2015-06-24,0.008501574268895196,-0.011547330678381318,-0.004884492624117609,-0.00588122819205561,-0.003787536972781891
2015-06-25,-0.004761266165653089,-0.0016786433370519216,-0.004852740971651337,0.00021927940304422577,-0.021175631937246253
2015-06-26,-0.005882497340752302,-0.004544352553277231,-0.0066140855825995715,-0.008543384331472392,-0.018999150077800286
2015-06-29,-0.017514782528524453,-0.018808520575811172,-0.019127641212356106,-0.019663904682436506,-0.009207785560642945
2015-06-30,0.0072272842633007706,0.009840420953164841,-0.0019366666213465056,-0.004958564645922037,0.01753352108593642
2015-07-01,0.009328100516304394,0.007602064395435759,0.0025552752605513263,0.006795419576875794,-0.0022681230346998094
2015-07-02,-0.0012640016822005329,0.0007316467345479527,0.0029892983852279897,-0.0011248597259614357,0.004363473700849552
2015-07-06,-0.003479916187119292,-0.0038153073323394793,-0.001031712585040867,-0.0002254033201246619,0.005605207546331092
2015-07-07,-0.0024603914108106695,0.0015595081486619033,0.00413125906860401,-0.0020276033423798356,-0.005075483640814449
2015-07-08,-0.0248230069752432,-0.016074364583272382,-0.01559949026894325,-0.0013542836580924256,-0.006209806213568592
2015-07-09,-0.0203963868944258,0.0109145436816116,0.0074492831372034995,0.006328759595677358,0.023741515292544868
2015-07-10,0.026734437949424983,0.020995017858972842,0.018149397322879457,0.0020220779346318274,0.01568444079881748
2015-07-13,0.019305401545522072,0.027192113362501047,0.03097343981084366,0.02084709427079723,0.039685598091579566
2015-07-14,-0.00039784126106612305,0.021950523902293684,0.026621644498033614,0.0017563512482638988,-0.00708016351170071
2015-07-15,0.009632903936587223,-0.00940781692992454,-0.0015684213481538256,0.0030691402682003766,-0.02233137659164519
2015-07-16,0.013326156589381633,0.030985079263800452,0.035039817741472135,0.01966803579995169,0.18016917150744116
2015-07-17,0.008637156437324212,0.01583659347889599,0.16052422792266619,-0.0008572844852777761,-0.008980234327361614
2015-07-20,0.01890167804655274,0.01053813998417441,-0.01472664127779133,0.006435103296797751,-0.03676913579106156
2015-07-21,-0.009994585407596235,-0.0002049198104703276,-0.0010857440682371378,0.007672337216703795,0.017729525376449118
2015-07-22,-0.042294620615293876,0.0005532874522176101,-0.0003020841374924421,-0.036801978712861394,-0.008976998640596645
2015-07-23,-0.000478910418009848,-0.01247263120517228,-0.0269144520546597,0.01251672675295934,-0.012556067496671819
2015-07-24,-0.005273256852614261,0.09797177370770194,-0.032159882506591075,-0.003686798856322837,-0.006902835120466522
2015-07-27,-0.013895758211033615,0.003758783055256787,0.005933668621424637,-0.0128432433961857,-0.02661419544703625
2015-07-28,0.004968638250755664,-0.010123976048688199,0.0011797213555229114,-0.0002202942841137423,0.0044160595636140165
2015-07-29,-0.0031610991445792935,0.005646082569271016,0.006257966110053026,0.02095290765359592,0.001683819481819171
2015-07-30,-0.005041074473995488,0.014669133071491647,0.00104436232063998,0.012745567255201262,0.04183783760675852
2015-07-31,-0.008743870199892867,-0.0011363926292679016,-0.011033946989456145,-0.0038395362543871547,0.02465041287362557
2015-08-03,-0.023577870919728405,-0.0020890296168917244,0.00895122669507864,0.0023552546194143265,-0.015309247112029523
2015-08-04,-0.03208361267032378,-0.0058501342912083976,-0.0031051467239208153,0.015595006400823452,0.07631489120114443
2015-08-05,0.006629403382629295,0.00960709908079349,0.02309106498744118,0.0008416004652589404,0.021130809132073436
2015-08-06,0.0021760120703997465,-0.014059348338240185,-0.0017087234137556084,-0.020176534873884044,0.022148556172072897
2015-08-07,0.0033874288457562685,-0.01291878742396324,-0.011483148695474399,0.0025739659629124834,-0.023171216891172186
2015-08-10,0.03635741051038899,0.002640551175642436,-0.002471177489136278,0.012622857544438704,-0.003966951725115964
2015-08-11,-0.0520379495229365,0.006602993255993894,0.04268374477714465,-0.019437777817570834,-0.0023571561278121766
2015-08-12,0.015419538926041865,-0.0029385884057528955,-0.0018462562181363884,0.0071104825754997325,-0.01816845173823578
2015-08-13,-0.0007806970200531227,0.00713049766745022,-0.004715354025786378,-0.0002138368608899377,0.026719783948415232
2015-08-14,0.007034262803846447,0.0035117023254125357,0.00102070843541191,0.00577802519830195,-0.0027479508450696244
2015-08-17,0.01034845614282065,0.006961147819661395,0.005706569256384464,0.006808287670989621,0.01596564738186057
2015-08-18,-0.005633238731788115,-0.0003736866709606046,-0.0071722195673052935,0.005530681701969131,-0.010449884749646143
2015-08-19,-0.012789924691147814,-0.0039250698812168805,0.007269829052819254,-0.013962599846077173,-0.016041962468423043
