Ticker,,,,,
stock,AAPL,AMZN,GOOG,MSFT,NFLX
Date,,,,,
2015-09-17,Bearish,Bullish,Bullish,Neutral,Bearish
2015-09-18,Bearish,Bearish,Neutral,Neutral,Bearish
2015-09-21,Bullish,Bullish,Neutral,Neutral,Bearish
2015-09-22,Bearish,Bearish,Neutral,Bullish,Bearish
2015-09-23,Bearish,Bearish,Neutral,Bullish,Bearish
2015-09-24,Bearish,Bearish,Neutral,Bullish,Bearish
2015-09-25,Bearish,Bearish,Neutral,Bullish,Bearish
2015-09-28,Bearish,Bearish,Neutral,Bullish,Bearish
2015-09-29,Bearish,Bearish,Neutral,Bullish,Bearish
2015-09-30,Bearish,Neutral,Neutral,Bullish,Bearish
2015-10-01,Bearish,Neutral,Neutral,Bullish,Bearish
2015-10-02,Bearish,Neutral,Neutral,Bullish,Bearish
2015-10-05,Bearish,Neutral,Bullish,Bullish,Bearish
2015-10-06,Bearish,Bearish,Bullish,Bullish,Bearish
2015-10-07,Bearish,Bullish,Bullish,Bullish,Bearish
2015-10-08,Bearish,Bearish,Bullish,Bullish,Bearish
2015-10-09,Bullish,Bullish,Bullish,Bullish,Bearish
2015-10-12,Bearish,Bullish,Bullish,Bullish,Bearish
2015-10-13,Bearish,Bearish,Bullish,Bullish,Bearish
2015-10-14,Bearish,Bearish,Bullish,Bullish,Bearish
2015-10-15,Bullish,Bullish,Bullish,Bullish,Bearish
2015-10-16,Bearish,Bullish,Bullish,Bullish,Bearish
2015-10-19,Bearish,Bearish,Bullish,Bullish,Bearish
2015-10-20,Bullish,Bearish,Neutral,Bullish,Bearish
2015-10-21,Bearish,Bearish,Neutral,Bullish,Bearish
2015-10-22,Bearish,Bearish,Neutral,Bullish,Bearish
2015-10-23,Neutral,Neutral,Bearish,Bearish,Bearish
2015-10-26,Neutral,Neutral,Bearish,Bearish,Bearish
2015-10-27,Neutral,Neutral,Bearish,Bearish,Neutral
2015-10-28,Neutral,Neutral,Bearish,Bearish,Neutral
2015-10-29,Neutral,Neutral,Bearish,Bearish,Neutral
2015-10-30,Neutral,Bearish,Bullish,Neutral,Neutral
2015-11-02,Neutral,Bullish,Bullish,Bullish,Neutral
2015-11-03,Bearish,Bearish,Bullish,Bullish,Neutral
2015-11-04,Bearish,Bullish,Bullish,Bullish,Neutral
2015-11-05,Bearish,Bullish,Bullish,Bullish,Neutral
2015-11-06,Bearish,Bearish,Bullish,Bullish,Neutral
2015-11-09,Bearish,Bearish,Bullish,Bullish,Bearish
2015-11-10,Bearish,Bearish,Bullish,Bullish,Bearish
2015-11-11,Bearish,Bullish,Bullish,Bullish,Bearish
2015-11-12,Bearish,Bearish,Bullish,Bullish,Bearish
2015-11-13,Bearish,Bearish,Neutral,Bullish,Bearish
2015-11-16,Bullish,Bearish,Neutral,Bullish,Bullish
2015-11-17,Bearish,Bearish,Neutral,Bullish,Bullish
2015-11-18,Bullish,Bullish,Neutral,Bullish,Bullish
2015-11-19,Bearish,Bearish,Neutral,Bullish,Bullish
2015-11-20,Bearish,Bullish,Neutral,Bullish,Bearish
2015-11-23,Bearish,Bullish,Neutral,Bullish,Neutral
2015-11-24,Bearish,Bearish,Neutral,Bullish,Neutral
2015-11-25,Bearish,Bullish,Neutral,Bullish,Neutral
2015-11-27,Bearish,Bearish,Neutral,Bullish,Neutral
2015-11-30,Bearish,Bearish,Neutral,Bullish,Neutral
2015-12-01,Bearish,Bullish,Neutral,Bullish,Neutral
2015-12-02,Bearish,Bearish,Neutral,Bullish,Neutral
2015-12-03,Bearish,Bearish,Neutral,Neutral,Neutral
2015-12-04,Bullish,Bullish,Neutral,Neutral,Bearish
2015-12-07,Bearish,Bearish,Neutral,Neutral,Bearish
2015-12-08,Bearish,Bullish,Neutral,Neutral,Bearish
2015-12-09,Bearish,Bearish,Neutral,Neutral,Bearish
2015-12-10,Bearish,Bearish,Bullish,Neutral,Bearish
2015-12-11,Bearish,Bearish,Bullish,Neutral,Bearish
2015-12-14,Bearish,Bullish,Bullish,Neutral,Bearish
2015-12-15,Bearish,Bearish,Bullish,Neutral,Bearish
2015-12-16,Bearish,Bullish,Bullish,Neutral,Bearish
2015-12-17,Bearish,Bearish,Bullish,Neutral,Bearish
2015-12-18,Bearish,Bearish,Bullish,Neutral,Bearish
2015-12-21,Bearish,Bearish,Bullish,Neutral,Bearish
2015-12-22,Bearish,Bearish,Bullish,Neutral,Bearish
2015-12-23,Bearish,Bullish,Bullish,Neutral,Neutral
2015-12-24,Bearish,Bullish,Bullish,Neutral,Neutral
2015-12-28,Bearish,Bullish,Bullish,Bullish,Neutral
2015-12-29,Bullish,Bullish,Bullish,Bullish,Neutral
2015-12-30,Bearish,Bearish,Bullish,Bullish,Neutral
2015-12-31,Bearish,Bearish,Neutral,Bullish,Neutral
2016-01-04,Bearish,Neutral,Neutral,Bullish,Neutral
2016-01-05,Bearish,Neutral,Neutral,Bullish,Neutral
2016-01-06,Bearish,Neutral,Neutral,Neutral,Bullish
2016-01-07,Neutral,Neutral,Neutral,Neutral,Bullish
2016-01-08,Neutral,Neutral,Neutral,Neutral,Bullish
2016-01-11,Neutral,Neutral,Neutral,Neutral,Bullish
2016-01-12,Neutral,Neutral,Neutral,Neutral,Bullish
2016-01-13,Neutral,Neutral,Neutral,Neutral,Bullish
2016-01-14,Neutral,Neutral,Neutral,Neutral,Bullish
2016-01-15,Neutral,Neutral,Neutral,Neutral,Bullish
2016-01-19,Neutral,Neutral,Neutral,Neutral,Bullish
2016-01-20,Neutral,Neutral,Neutral,Neutral,Bearish
2016-01-21,Neutral,Neutral,Neutral,Neutral,Bearish
2016-01-22,Neutral,Neutral,Neutral,Neutral,Bearish
2016-01-25,Neutral,Neutral,Neutral,Neutral,Bearish
2016-01-26,Neutral,Neutral,Neutral,Neutral,Bearish
2016-01-27,Neutral,Neutral,Neutral,Neutral,Bearish
2016-01-28,Neutral,Neutral,Neutral,Neutral,Bearish
2016-01-29,Neutral,Neutral,Neutral,Bearish,Bearish
2016-02-01,Neutral,Neutral,Neutral,Bearish,Bearish
2016-02-02,Neutral,Neutral,Neutral,Bearish,Bearish
2016-02-03,Neutral,Neutral,Bearish,Bearish,Bearish
2016-02-04,Neutral,Neutral,Bearish,Bearish,Bearish
2016-02-05,Neutral,Neutral,Bearish,Neutral,Bearish
2016-02-08,Neutral,Neutral,Neutral,Neutral,Bearish
2016-02-09,Bearish,Neutral,Neutral,Neutral,Bearish
2016-02-10,Bearish,Neutral,Neutral,Neutral,Bearish
2016-02-11,Bearish,Neutral,Neutral,Neutral,Bearish
2016-02-12,Bearish,Bearish,Neutral,Neutral,Bearish
2016-02-16,Bullish,Bullish,Neutral,Neutral,Bearish
2016-02-17,Bearish,Bullish,Neutral,Neutral,Bearish
2016-02-18,Bearish,Bearish,Neutral,Neutral,Bearish
2016-02-19,Bearish,Bullish,Neutral,Neutral,Bearish
2016-02-22,Bearish,Bullish,Neutral,Neutral,Bearish
2016-02-23,Bearish,Bearish,Neutral,Neutral,Bearish
2016-02-24,Bullish,Bearish,Bullish,Neutral,Bearish
2016-02-25,Bearish,Bearish,Bullish,Neutral,Bearish
2016-02-26,Bearish,Bearish,Bullish,Neutral,Bearish
2016-02-29,Bearish,Bearish,Bullish,Neutral,Bearish
2016-03-01,Bullish,Bullish,Neutral,Neutral,Bearish
2016-03-02,Bearish,Bearish,Neutral,Neutral,Bearish
2016-03-03,Bearish,Bearish,Neutral,Neutral,Bearish
2016-03-04,Bullish,Bearish,Neutral,Neutral,Bearish
2016-03-07,Bearish,Bearish,Neutral,Neutral,Bearish
2016-03-08,Bearish,Bearish,Bullish,Neutral,Bearish
2016-03-09,Bearish,Bearish,Bullish,Neutral,Bearish
2016-03-10,Bearish,Bearish,Bullish,Neutral,Bearish
2016-03-11,Bearish,Bullish,Bullish,Neutral,Bearish
2016-03-14,Bearish,Bullish,Bullish,Neutral,Neutral
2016-03-15,Bearish,Bullish,Bullish,Neutral,Neutral
2016-03-16,Bearish,Bearish,Bullish,Bullish,Neutral
2016-03-17,Bearish,Bearish,Bullish,Bullish,Neutral
2016-03-18,Bearish,Bearish,Bullish,Bullish,Neutral
2016-03-21,Bearish,Bearish,Bullish,Bullish,Neutral
2016-03-22,Bearish,Bullish,Bullish,Bullish,Neutral
2016-03-23,Bearish,Bullish,Bullish,Bullish,Neutral
2016-03-24,Bearish,Bullish,Bullish,Bullish,Neutral
2016-03-28,Bearish,Bearish,Bullish,Bullish,Neutral
2016-03-29,Bearish,Bullish,Bullish,Bullish,Neutral
2016-03-30,Bullish,Bullish,Bullish,Bullish,Neutral
2016-03-31,Bearish,Bearish,Bullish,Bullish,Neutral
2016-04-01,Bearish,Bullish,Bullish,Bullish,Neutral
2016-04-04,Bearish,Bearish,Bullish,Bullish,Neutral
2016-04-05,Bearish,Bearish,Bullish,Bullish,Neutral
2016-04-06,Bearish,Bullish,Bullish,Bullish,Neutral
2016-04-07,Bearish,Bearish,Bullish,Bullish,Neutral
2016-04-08,Bearish,Bearish,Bullish,Bullish,Neutral
2016-04-11,Bearish,Bearish,Bullish,Bullish,Neutral
2016-04-12,Bearish,Bullish,Bullish,Bullish,Neutral
2016-04-13,Bullish,Bullish,Bullish,Bullish,Neutral
2016-04-14,Bearish,Bullish,Bullish,Bullish,Neutral
2016-04-15,Bearish,Bullish,Bullish,Bullish,Neutral
2016-04-18,Bearish,Bullish,Bullish,Bullish,Bullish
2016-04-19,Bearish,Bearish,Bullish,Bullish,Bullish
2016-04-20,Bearish,Bullish,Bullish,Bullish,Bullish
2016-04-21,Bearish,Bearish,Bullish,Bullish,Bullish
2016-04-22,Bearish,Bearish,Neutral,Bearish,Bullish
2016-04-25,Bearish,Bullish,Neutral,Bearish,Bullish
2016-04-26,Bearish,Bearish,Neutral,Bearish,Neutral
2016-04-27,Neutral,Bearish,Neutral,Bearish,Neutral
2016-04-28,Neutral,Bearish,Neutral,Bearish,Neutral
2016-04-29,Neutral,Neutral,Bullish,Neutral,Neutral
2016-05-02,Neutral,Neutral,Bullish,Neutral,Neutral
2016-05-03,Neutral,Neutral,Bullish,Neutral,Neutral
2016-05-04,Bearish,Neutral,Bullish,Bullish,Neutral
2016-05-05,Bearish,Neutral,Bullish,Bullish,Neutral
2016-05-06,Bearish,Neutral,Bullish,Bullish,Neutral
2016-05-09,Bearish,Bearish,Bullish,Bullish,Neutral
2016-05-10,Bearish,Bullish,Bullish,Bullish,Neutral
2016-05-11,Bearish,Bullish,Bullish,Bullish,Neutral
2016-05-12,Bearish,Bullish,Bullish,Bullish,Neutral
2016-05-13,Bearish,Bearish,Bullish,Bullish,Neutral
2016-05-16,Bullish,Bearish,Bullish,Bullish,Neutral
2016-05-17,Bearish,Bearish,Bullish,Neutral,Neutral
2016-05-18,Bearish,Bearish,Bullish,Neutral,Neutral
2016-05-19,Bearish,Bearish,Bullish,Neutral,Neutral
2016-05-20,Bearish,Bullish,Bullish,Neutral,Neutral
2016-05-23,Bearish,Bearish,Bullish,Neutral,Neutral
2016-05-24,Bearish,Bullish,Bullish,Neutral,Neutral
2016-05-25,Bearish,Bullish,Bullish,Neutral,Neutral
2016-05-26,Bearish,Bullish,Bullish,Neutral,Neutral
2016-05-27,Bearish,Bearish,Bullish,Neutral,Neutral
2016-05-31,Bearish,Bullish,Bullish,Bullish,Neutral
2016-06-01,Bearish,Bearish,Bullish,Bullish,Neutral
2016-06-02,Bearish,Bullish,Bullish,Bullish,Neutral
2016-06-03,Bearish,Bearish,Bullish,Bullish,Neutral
2016-06-06,Bearish,Bearish,Bullish,Bullish,Neutral
2016-06-07,Bearish,Bearish,Bullish,Bullish,Neutral
2016-06-08,Bearish,Bullish,Bullish,Bullish,Neutral
2016-06-09,Bearish,Bullish,Bullish,Bullish,Neutral
2016-06-10,Bearish,Bearish,Bullish,Bullish,Neutral
2016-06-13,Bearish,Bearish,Bullish,Bullish,Neutral
2016-06-14,Bearish,Bullish,Bullish,Bullish,Neutral
2016-06-15,Bearish,Bearish,Bullish,Bullish,Neutral
2016-06-16,Bearish,Bullish,Bullish,Bullish,Neutral
2016-06-17,Bearish,Bearish,Bullish,Bullish,Neutral
2016-06-20,Bearish,Bullish,Bullish,Bullish,Neutral
2016-06-21,Bearish,Bearish,Bullish,Bullish,Neutral
2016-06-22,Bearish,Bearish,Bullish,Bullish,Neutral
2016-06-23,Bearish,Bullish,Bullish,Bullish,Neutral
2016-06-24,Bearish,Bearish,Neutral,Neutral,Bearish
2016-06-27,Bearish,Bearish,Neutral,Neutral,Bearish
2016-06-28,Bullish,Bullish,Neutral,Neutral,Bearish
2016-06-29,Bearish,Bearish,Neutral,Neutral,Bearish
2016-06-30,Bearish,Bearish,Neutral,Neutral,Bearish
2016-07-01,Bearish,Bullish,Bullish,Neutral,Bearish
2016-07-05,Bearish,Bullish,Bullish,Bullish,Bearish
2016-07-06,Bearish,Bullish,Bullish,Bullish,Bearish
2016-07-07,Bearish,Bearish,Bullish,Bullish,Bearish
2016-07-08,Bearish,Bullish,Bullish,Bullish,Bearish
2016-07-11,Bearish,Bullish,Bullish,Bullish,Bearish
2016-07-12,Bearish,Bearish,Bullish,Bullish,Bearish
2016-07-13,Bearish,Bearish,Bullish,Bullish,Neutral
2016-07-14,Bearish,Bearish,Bullish,Bullish,Neutral
2016-07-15,Bearish,Bearish,Bullish,Bullish,Neutral
2016-07-18,Bearish,Bullish,Bullish,Bullish,Neutral
2016-07-19,Bearish,Bullish,Bullish,Bullish,Bullish
2016-07-20,Bearish,Bullish,Bullish,Neutral,Bullish
2016-07-21,Bearish,Bullish,Bullish,Neutral,Bullish
2016-07-22,Bearish,Bullish,Bullish,Neutral,Bullish
2016-07-25,Bearish,Bearish,Bullish,Neutral,Bullish
2016-07-26,Bearish,Bearish,Bullish,Neutral,Bearish
2016-07-27,Neutral,Bullish,Bullish,Bullish,Bearish
2016-07-28,Neutral,Bullish,Bullish,Bullish,Neutral
2016-07-29,Neutral,Bullish,Bullish,Bullish,Neutral
2016-08-01,Neutral,Bullish,Bullish,Bullish,Neutral
2016-08-02,Neutral,Bearish,Bullish,Bullish,Neutral
2016-08-03,Bearish,Bearish,Bullish,Bullish,Neutral
2016-08-04,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-05,Bullish,Bullish,Bullish,Bullish,Neutral
2016-08-08,Bearish,Bearish,Bullish,Bullish,Neutral
2016-08-09,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-10,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-11,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-12,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-15,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-16,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-17,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-18,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-19,Bearish,Bearish,Bullish,Bullish,Neutral
2016-08-22,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-23,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-24,Bearish,Bearish,Bullish,Bullish,Neutral
2016-08-25,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-26,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-29,Bearish,Bullish,Bullish,Bullish,Neutral
2016-08-30,Bearish,Bearish,Bullish,Bullish,Neutral
2016-08-31,Bearish,Bullish,Bullish,Bullish,Neutral
2016-09-01,Bearish,Bullish,Bullish,Bullish,Neutral
2016-09-02,Bearish,Bullish,Bullish,Bullish,Neutral
2016-09-06,Bearish,Bullish,Bullish,Bullish,Neutral
2016-09-07,Bearish,Bearish,Bullish,Bullish,Neutral
2016-09-08,Bearish,Bearish,Bullish,Bullish,Neutral
2016-09-09,Bearish,Bearish,Bullish,Bullish,Bearish
2016-09-12,Bullish,Bullish,Bullish,Bullish,Bearish
2016-09-13,Bullish,Bearish,Bullish,Bullish,Bearish
2016-09-14,Bullish,Bearish,Bullish,Bullish,Bearish
2016-09-15,Bullish,Bullish,Bullish,Bullish,Bearish
2016-09-16,Bearish,Bullish,Bullish,Bullish,Neutral
2016-09-19,Bearish,Bearish,Bullish,Bullish,Neutral
2016-09-20,Bearish,Bullish,Bullish,Bullish,Neutral
2016-09-21,Bearish,Bullish,Bullish,Bullish,Neutral
2016-09-22,Bearish,Bullish,Bullish,Bullish,Neutral
2016-09-23,Bearish,Bearish,Bullish,Bullish,Neutral
2016-09-26,Bearish,Bearish,Bullish,Bullish,Neutral
2016-09-27,Bearish,Bullish,Bullish,Bullish,Neutral
2016-09-28,Bearish,Bullish,Bullish,Bullish,Neutral
2016-09-29,Bearish,Bearish,Bullish,Bullish,Neutral
2016-09-30,Bearish,Bullish,Bullish,Bullish,Neutral
2016-10-03,Bearish,Bearish,Bullish,Bullish,Neutral
2016-10-04,Bearish,Bearish,Bullish,Bullish,Neutral
2016-10-05,Bearish,Bullish,Bullish,Bullish,Neutral
2016-10-06,Bearish,Bearish,Bullish,Bullish,Neutral
2016-10-07,Bearish,Bearish,Bullish,Bullish,Neutral
2016-10-10,Bearish,Bullish,Bullish,Bullish,Neutral
2016-10-11,Bearish,Bearish,Bullish,Bullish,Neutral
2016-10-12,Bearish,Bullish,Bullish,Bullish,Neutral
2016-10-13,Bearish,Bearish,Bullish,Bullish,Neutral
2016-10-14,Bearish,Bearish,Bullish,Bullish,Neutral
2016-10-17,Bearish,Bearish,Bullish,Bullish,Neutral
2016-10-18,Bearish,Bullish,Bullish,Bullish,Bullish
2016-10-19,Bearish,Bullish,Bullish,Bullish,Bullish
2016-10-20,Bearish,Bearish,Bullish,Bullish,Bullish
2016-10-21,Bearish,Bullish,Bullish,Neutral,Bullish
2016-10-24,Bearish,Bullish,Bullish,Neutral,Bullish
2016-10-25,Bearish,Bearish,Bullish,Neutral,Neutral
2016-10-26,Bearish,Bearish,Bullish,Neutral,Neutral
2016-10-27,Bearish,Bearish,Bullish,Neutral,Neutral
2016-10-28,Bearish,Neutral,Bullish,Bullish,Neutral
2016-10-31,Bearish,Neutral,Bullish,Bullish,Neutral
2016-11-01,Bearish,Neutral,Bullish,Bullish,Neutral
2016-11-02,Bearish,Neutral,Bullish,Bullish,Neutral
2016-11-03,Bearish,Neutral,Bullish,Bullish,Neutral
2016-11-04,Bearish,Neutral,Bullish,Bullish,Neutral
2016-11-07,Bearish,Neutral,Neutral,Neutral,Neutral
2016-11-08,Bearish,Neutral,Neutral,Neutral,Neutral
2016-11-09,Bearish,Neutral,Neutral,Neutral,Neutral
2016-11-10,Bearish,Neutral,Neutral,Neutral,Bearish
2016-11-11,Bearish,Neutral,Neutral,Neutral,Bearish
2016-11-14,Bearish,Neutral,Neutral,Neutral,Bearish
2016-11-15,Bearish,Neutral,Neutral,Neutral,Bearish
2016-11-16,Bullish,Neutral,Neutral,Neutral,Bearish
2016-11-17,Bearish,Neutral,Neutral,Neutral,Neutral
2016-11-18,Bearish,Bearish,Neutral,Neutral,Neutral
2016-11-21,Bearish,Bullish,Neutral,Bullish,Neutral
2016-11-22,Bearish,Bullish,Bullish,Bullish,Neutral
2016-11-23,Bearish,Bearish,Bullish,Bullish,Neutral
2016-11-25,Bearish,Bearish,Bullish,Bullish,Neutral
2016-11-28,Bearish,Bearish,Bullish,Bullish,Neutral
2016-11-29,Bearish,Bearish,Bullish,Bullish,Neutral
2016-11-30,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-01,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-02,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-05,Bearish,Bullish,Bullish,Bullish,Neutral
2016-12-06,Bearish,Bearish,Bullish,Bullish,Bearish
2016-12-07,Bearish,Bullish,Bullish,Bullish,Bearish
2016-12-08,Bearish,Bearish,Bullish,Bullish,Bearish
2016-12-09,Bearish,Bearish,Bullish,Bullish,Bearish
2016-12-12,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-13,Bearish,Bullish,Bullish,Bullish,Neutral
2016-12-14,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-15,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-16,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-19,Bearish,Bullish,Bullish,Bullish,Neutral
2016-12-20,Bearish,Bullish,Bullish,Bullish,Neutral
2016-12-21,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-22,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-23,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-27,Bearish,Bullish,Bullish,Bullish,Neutral
2016-12-28,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-29,Bearish,Bearish,Bullish,Bullish,Neutral
2016-12-30,Bearish,Bearish,Bullish,Bullish,Neutral
2017-01-03,Bearish,Bearish,Bullish,Bullish,Neutral
2017-01-04,Bearish,Bullish,Bullish,Bullish,Neutral
2017-01-05,Bearish,Bullish,Bullish,Bullish,Neutral
2017-01-06,Bearish,Bullish,Bullish,Bullish,Neutral
2017-01-09,Bearish,Bearish,Bullish,Bullish,Neutral
2017-01-10,Bearish,Bearish,Bullish,Bullish,Neutral
2017-01-11,Bearish,Bearish,Bullish,Bullish,Neutral
2017-01-12,Bearish,Bullish,Bullish,Bullish,Neutral
2017-01-13,Bearish,Bullish,Bullish,Bullish,Neutral
2017-01-17,Bearish,Bearish,Bullish,Bullish,Neutral
2017-01-18,Bearish,Bearish,Bullish,Bullish,Neutral
2017-01-19,Bearish,Bearish,Bullish,Bullish,Neutral
2017-01-20,Bearish,Bullish,Bullish,Bullish,Neutral
2017-01-23,Bearish,Bullish,Bullish,Bullish,Neutral
2017-01-24,Bearish,Bullish,Bullish,Bullish,Neutral
2017-01-25,Bearish,Bullish,Bullish,Bullish,Neutral
2017-01-26,Bearish,Bullish,Bullish,Bullish,Neutral
2017-01-27,Bearish,Bearish,Bullish,Bullish,Neutral
2017-01-30,Bearish,Bearish,Neutral,Bullish,Neutral
2017-01-31,Bearish,Bearish,Neutral,Bullish,Neutral
2017-02-01,Neutral,Bullish,Bullish,Bullish,Neutral
2017-02-02,Neutral,Bullish,Bullish,Bullish,Neutral
2017-02-03,Neutral,Bearish,Bullish,Bullish,Neutral
2017-02-06,Neutral,Bearish,Bullish,Bullish,Neutral
2017-02-07,Neutral,Bearish,Bullish,Bullish,Neutral
2017-02-08,Bearish,Bearish,Bullish,Bullish,Neutral
2017-02-09,Bearish,Bearish,Bullish,Bullish,Neutral
2017-02-10,Bearish,Bullish,Bullish,Bullish,Neutral
2017-02-13,Bearish,Bullish,Bullish,Bullish,Neutral
2017-02-14,Bearish,Bullish,Bullish,Bullish,Neutral
2017-02-15,Bearish,Bullish,Bullish,Bullish,Neutral
2017-02-16,Bearish,Bullish,Bullish,Bullish,Neutral
2017-02-17,Bearish,Bullish,Bullish,Bullish,Neutral
2017-02-21,Bearish,Bullish,Bullish,Bullish,Neutral
2017-02-22,Bearish,Bullish,Bullish,Bullish,Neutral
2017-02-23,Bearish,Bearish,Bullish,Bullish,Neutral
2017-02-24,Bearish,Bearish,Bullish,Bullish,Neutral
2017-02-27,Bearish,Bullish,Bullish,Bullish,Neutral
2017-02-28,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-01,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-02,Bearish,Bearish,Bullish,Bullish,Neutral
2017-03-03,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-06,Bearish,Bearish,Bullish,Bullish,Neutral
2017-03-07,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-08,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-09,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-10,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-13,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-14,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-15,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-16,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-17,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-20,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-21,Bearish,Bearish,Bullish,Bullish,Neutral
2017-03-22,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-23,Bearish,Bearish,Bullish,Bullish,Neutral
2017-03-24,Bearish,Bearish,Bullish,Bullish,Neutral
2017-03-27,Bearish,Bearish,Bullish,Bullish,Neutral
2017-03-28,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-29,Bearish,Bullish,Bullish,Bullish,Neutral
2017-03-30,Bearish,Bearish,Bullish,Bullish,Neutral
2017-03-31,Bearish,Bullish,Bullish,Bullish,Neutral
2017-04-03,Bearish,Bullish,Bullish,Bullish,Neutral
2017-04-04,Bearish,Bullish,Bullish,Bullish,Neutral
2017-04-05,Bearish,Bullish,Bullish,Bullish,Neutral
2017-04-06,Bearish,Bearish,Bullish,Bullish,Neutral
2017-04-07,Bearish,Bearish,Bullish,Bullish,Neutral
2017-04-10,Bearish,Bullish,Bullish,Bullish,Neutral
2017-04-11,Bearish,Bearish,Bullish,Bullish,Neutral
2017-04-12,Bearish,Bearish,Bullish,Bullish,Neutral
2017-04-13,Bearish,Bearish,Bullish,Bullish,Neutral
2017-04-17,Bearish,Bullish,Bullish,Bullish,Neutral
2017-04-18,Bearish,Bearish,Bullish,Bullish,Bearish
2017-04-19,Bearish,Bearish,Bullish,Bullish,Bearish
2017-04-20,Bearish,Bearish,Bullish,Bullish,Bearish
2017-04-21,Bearish,Bearish,Bullish,Bullish,Bearish
2017-04-24,Bearish,Bullish,Bullish,Bullish,Bearish
2017-04-25,Bearish,Bullish,Bullish,Bullish,Bearish
2017-04-26,Bearish,Bullish,Bullish,Bullish,Bearish
2017-04-27,Bearish,Bullish,Bullish,Bullish,Bearish
2017-04-28,Bearish,Bullish,Bullish,Bullish,Bearish
2017-05-01,Bearish,Bullish,Bullish,Bullish,Bearish
2017-05-02,Bearish,Bearish,Bullish,Bullish,Neutral
2017-05-03,Bearish,Bearish,Bullish,Bullish,Neutral
2017-05-04,Bearish,Bearish,Bullish,Bullish,Neutral
2017-05-05,Bearish,Bearish,Bullish,Bullish,Neutral
2017-05-08,Bullish,Bullish,Bullish,Bullish,Neutral
2017-05-09,Bearish,Bullish,Bullish,Bullish,Neutral
2017-05-10,Bearish,Bearish,Bullish,Bullish,Neutral
2017-05-11,Bearish,Bearish,Bullish,Bullish,Neutral
2017-05-12,Bearish,Bullish,Bullish,Bullish,Neutral
2017-05-15,Bearish,Bearish,Bullish,Bullish,Neutral
2017-05-16,Bearish,Bullish,Bullish,Bullish,Neutral
2017-05-17,Bearish,Bearish,Bullish,Neutral,Neutral
2017-05-18,Bullish,Bullish,Bullish,Neutral,Neutral
2017-05-19,Bearish,Bearish,Bullish,Neutral,Neutral
2017-05-22,Bearish,Bullish,Bullish,Neutral,Neutral
2017-05-23,Bearish,Bearish,Bullish,Neutral,Neutral
2017-05-24,Bearish,Bullish,Bullish,Bullish,Neutral
2017-05-25,Bearish,Bullish,Bullish,Bullish,Neutral
2017-05-26,Bearish,Bullish,Bullish,Bullish,Neutral
2017-05-30,Bearish,Bullish,Bullish,Bullish,Neutral
2017-05-31,Bearish,Bearish,Bullish,Bullish,Neutral
2017-06-01,Bearish,Bullish,Bullish,Bullish,Neutral
2017-06-02,Bearish,Bullish,Bullish,Bullish,Neutral
2017-06-05,Bearish,Bullish,Bullish,Bullish,Neutral
2017-06-06,Bearish,Bearish,Bullish,Bullish,Neutral
2017-06-07,Bearish,Bullish,Bullish,Bullish,Neutral
2017-06-08,Bearish,Bearish,Bullish,Bullish,Neutral
2017-06-09,Bearish,Bearish,Neutral,Bullish,Bearish
